Front Text;Back Text
lake;jezioro
girdle;gorset, opasywać
oversleep;overslept overslept - zaspać
motel;motel
shark;rekin
mode;tryb
forefoot;pl forefeet - przednia noga
clew;kłębek nici, nawijać na kłębek
young;młody
meaning;znaczenie, sens
cap;czapka
narrow;wąski, nieznaczny, zwężać się
headline;nagłówek
October;październik
space;szpara, miejsce, przestrzeń kosmiczna
lawyer;prawnik, adwokat
shroud;całun(do przykrywania zwłok), zasłona, przykrywać
shoemaker;szewc
plural;liczba mnoga, mnogi
shared;dzielony, wspólny(np. pokój)
zero;zero
chortle;chichotać (ch...)
egoistic;egoistyczny
Mexico;Meksyk
transparency;przezroczystość
driver;kierowca, maszynista, sterownik
religion;religia
large;duży, wielki
damaged;uszkodzony
Turkey;Turcja
get through to;dotrzeć do, dodzwonić się do
enthusiastically;entuzjastycznie, ochoczo
apathy;apatia, obojętność
drover;poganiacz bydła
cutlet;kotlet
egg;jajko
cloak;peleryna
tutor;nauczyciel(korepetytor)
clarity;jasność
smack;klaps, policzek, klepać
lime;limonka, wapień(ROCK)
wherever;gdziekolwiek
insertion;włożenie
rose;róża, różowy
rooster;kogut
file;akta, teczka, plik, pilnik
healthcare;(US) opieka zdrowotna, opieka medyczna
share;część, udział, akcja(company), dzielić
stub;pień(wyciętego drzewa), końcówka, zaślepka(informatyka)
poisonous;trujący, jadowity
jail;więzienie, wsadzać do więzienia
enchantment;urok, czar
bewilder;oszałamiać, zadziwiać
pastry;ciasto
money;pieniądze
necromancy;nekromancja
begrimed;umazany, upaprany
step in;wkraczać
episode;epizod, odcinek
disposal;wywóz, usuwanie
brilliancy;błyskotliwość
delicately;delikatnie
wash out;spierać(np.plamę)
startled;zaskoczony, przestraszony
fixture;osprzęt, urządzenie, przynależność
marketing;marketing
Saturday;sobota
raindrop;kropla deszczu
deal;dealt dealt - transakcja, interes, porozumienie, rozdawać, zadawać
arena;arena
horseman;jeździec, kawalerzysta
father in law;teść
plot;działka, fabuła, spisek, knuć, spiskować, wykreślić(CHART)
alabaster;alabaster(odmiana gipsu)
sailor;marynarz, żeglarz(-arka)
project;projekt, referat, projektować, wyświetlać
inventor;wynalazca(-czyni)
spyware;program szpiegujący
belabor;(US) okładać, bić (staroświeckie określenie)
postal;pocztowy
loquacious;gadatliwy
remainder;reszta
shoelace;sznurowadło
brood;potomstwo, młode, rozmyślać, wysiadywać jajka(HEN)
farm;farma
reiterate;powtarzać coś wielokrotnie
protect;chronić
universe;wszechświat
connector;złącze, wtyczka
un;"jeden(skrócona forma od ""one"")"
comb;grzebień, czesać włosy(grzebieniem)
creepy;przyprawiający o gęsią skórkę, odrażający
weevil;chrząszcz ryjkowiec
yell;wrzask, wrzeszczeć
trekking;pójście na wędrówkę
the military;wojsko
hostility;wrogość
salary;pensja, pobory
displease;denerwować, drażnić
nonetheless;niemniej jednak, jednakże
hateful;pełen nienawiści, okropny
archery;łucznictwo
mock-up;makieta, atrapa
patience;cierpliwość, pasjans(CARDS)
prosper;prosperować, rozwijać się pomyślnie
straw;słomka, słoma, słomiany
crab;krab
ambush;zasadzka, wciągnąć w zasadzkę
shoulder;bark
wrangle;awantura, sprzeczka, awanturować się, sprzeczać się
brother;brat
scholar;naukowiec, stypendysta(-tka)
snide;złośliwy
glory;sława, chwała
fantasy;marzenie, fikcja, fantastyka
video game;gra wideo
click;mlaskać, pstrykać, pstryknięcie
pitiful;wzruszający, żałosny, nędzny
curtsey;dygnięcie, ukłon, dygać
thumb;kciuk
chalet;drewniana chata
modify;modyfikować
response;odpowiedź, reakcja
pursue;ścigać, dążyć do osiągnięcia
woven;tkany
customize;(US) dostosowywać
burdens;obciążenia
sweetcorn;kukurydza(słodka)
at length;przez długi czas, w końcu
defense;(US) obrona
knight;rycerz
provoke;prowokować, wywoływać
committee;komisja, komitet
ginger;imbir
red-handed;na gorącym uczynku
skill;umiejętność
abyss;przepaść, otchłań
solid;lity, stały, solidny
forgive;forgave forgiven - wybaczać
temptation;pokusa, kuszenie
scepter;(US) berło
thinker;myśliciel
slit;slit slit - rozcinać, rozcięcie, skośnooki(wulgarne), cipka(wulgarne)
magic;magia, magiczny
buyer;kupiec, nabywca
dough;ciasto(do wypieku - jeszcze nie upieczone), forsa, szmal
murderess;morderczyni
curtain;zasłona, kurtyna
ambiguous;dwuznaczny, niejasny
sensibility;wrażliwość
depth;głębokość
contemptuousness;pogarda
necessity;konieczność, potrzeba
spring;sprang sprung - sprężyna, wiosna, źródło, skakać
chips;(UK)frytki
touchpad;panel dotykowy
nest;gniazdo, gnieździć się
wash away;zmywać
trigger;spust, cyngiel, przyczyna
accident;wypadek
glove;rękawica
bow;kokarda, łuk, smyczek, ukłon, kłaniać się
unreliable;niesolidny, niepewny
squeal;piszczeć, kwiczeć, pisk, skomlenie, donosić
parking;parkowanie
accidental;przypadkowy, nieumyślny
three;trzy(3)
industrious;pracowity, pilny
quenched;hartowany
hive;ul(PSZCZOŁY)
condition;warunek
weighing;ważenie
emerald;szmaragd
portal;portal
discouraging;zniechęcający
stepson;pasierb(niespokrewniony przybrany syn)
pausing;przerywanie, zatrzymywanie się
charming;czarujący, uroczy
minute;drobiazgowy, minimalny, minuta
mag;= magazine - czasopismo, magazyn, magazynek(gun), skład
rotation;obrót, rotacja
thoughtful;troskliwy, zamyślony
suntan;opalenizna
work out;układać się, powieść się
shipyard;stocznia
decrypt;deszyfrować, rozszyfrować
present;obecny, prezent, przedstawiać
settle sb down;uspokoić kogoś
card;karta, karton, wizytówka
loneliness;samotność
accursed;cholerny, przeklęty
four;cztery(4)
inspired;natchniony, zainspirowany
extreme;ekstremalny, skrajny, extremalność, skrajność
yardstick;kryterium, miara
standardization;(US) standaryzacja, normalizacja
good;better the best - dobry
fatherless;bez ojca, osierocony
clod;gruda
worn;wytarty, znoszony
educational;edukacyjny, oświatowy
purring;mruczenie, warkotanie
little;less the least - mały, mało, niewiele, trochę
stare;spojrzenie
embarrass;wprawiać w zakłopotanie, stawiać w trudnym położeniu
ignorant;niedouczony, niewiedzący, prostacki
Jewish;żydowski, forsa, kasa
across;w poprzek, po drugiej stronie
bray;ryczeć, ryczenie(osła)
instructively;pouczająco
sorcerer;czarnoksiężnik
nurse;pielęgniarka(-arz)
semicolon;średnik
facility;udogodnienie, funkcja(dodatkowa)
search;szukanie, szukać
periphery;skraj
defence;(UK) obrona
umbrella;parasol
measles;odra(choroba zakaźna)
burglar;włamywacz
supplier;dostawca
puncheon;słupek, podpora, beczka
air;powietrze, powietrzny, wietrzyć
breath;oddech
crook;oszust, zginać
occupy;zajmować, okupować
agony;męczarnia, udręka, agonia
bud;pąk, pączek, wypuszczać pąki
turn red;czerwienić się
approve;zgodzić się, zatwierdzać
spider;pająk
bag;torba, torebka
enable;umożliwić
codify;kodyfikować
sunglasses;okulary przeciwsłoneczne
auto;auto
market share;udział w rynku
horrible;okropny, straszny
sufficient;wystarczający, dostateczny
zone;strefa
mirth;rozbawienie, wesołość
massive;masywny, duży
smith;kowal(zawód)
ladybug;(US)biedronka
pile;stos, pal
hurricane;huragan
lioness;lwica
supervise;nadzorować, pilnować(children)
savage;dziki, brutalny, dzikus
ornament;ozdoba, ornament, ozdobić
construction;budowa, konstrukcja
announce;ogłaszać
seaman;marynarz, żelgarz
puke;rzygać, wymiotować, wymiociny
cube;kostka, sześcian, trzecia potęga
immature;niedojrzały
blank;czysty, puste miejsce
pivot;sworzeń(TECH), oś, obracać się wokół osi
teeny;malutki, bardzo mały, pozer(person)
high society;wyższe sfery
retailer;detalista(-tka), kupiec detaliczny
establish;zakładać, nawiązywać
archer;łucznik
cardinal;główny, kardynał
explanative;objaśniający, tłumaczący
swerve;skręcać(gwałtownie)
fuze;bezpiecznik, zapalnik, topić(metal)(US)
indeed;istotnie, wręcz, rzeczywiście
bless;blessed/blest blessed/blest - błogosławić
science;nauka
actor;aktor
dubious;wątpliwy, podejrzany
die away;ucichnąć, ustać(np. wiatr)
rotate;obracać
avaricious;chciwy
sheen;połysk
army;wojsko, armia
jungle;dżungla, puszcza
outrageous;oburzający, skandaliczny, bulwersujący
sedentary;siedzący(work), osiadły
ghoulish;makabryczny, upiorny
scrum;ciasny tłum, przepychanka
puppet;kukiełka, marionetka
waxed;woskowany
nasty;złośliwy, niemiły
travel;podróż, podróżować
stowaway;pasażer na gapę
relieve;uśmierzać(pain), przynosić ulgę
faint;niski, słaby, mdleć
thumping;bardzo głośny, ogromny
exclusion;wyłączenie, wykluczenie
send;sent sent - wysyłać
recipe;przepis
fluently;biegle, płynnie
exclusively;wyłącznie
cello;wiolonczela
victim;ofiara
feather;pióro, puchowy
alumnus;pl alumni - absolwent, wychowanek
courtyard;dziedziniec
lawsuit;proces(sądowy)
swaggering;przechwalanie się
penny;cent(coin), pens(pl. pence)
welcome;mile widziany, powitanie, witać
wealth;bogactwo, dobrobyt
railcard;legitymacja uprawniajaca do zniżki kolejowej
hang on!;czekaj!, poczekaj!
mortar;moździeż(do rozdrabniania, rodzaj broni), zaprawa murarska
unroll;rozwijać
melon;melon
jelly;galaretka
drive sb away;odstraszać
provider;dostawca
fish;ryba, łowić ryby
dot product;iloczyn skalarny
reconnoitre;(UK) rozpoznać, wywiadowczy
dole;zasiłek
dependency;uzależnienie, zależność
imprisoned;uwięziony
spit out;wypluć
rough;szorstki, chropowaty, brutalny
limping;kulenie, utykanie
dilemma;dylemat
frown;zmarszczyć brwi, zmarszczenie brwi
notoriety;zła sława
hurry;pośpiech, spieszyć się
cash machine;bankomat
picture;obraz, zdjęcie, wyobrażać sobie
saddle;siodło, osiodłać
sash;szarfa, wstęga
describe;opisywać
month;miesiąc
newspaper;gazeta
uninvited;niezaproszony, nieproszony
in advance;z wyprzedzeniem
fraction;część, ułamek(math)
downy;pokryty meszkiem, puchowy
dumbness;niemota(pozbawienie mowy), głupota
individual;indywidualny, osobisty, jednostka, osobnik
fail;nie zdawać, zawodzić
savour;(UK) smakować, smak
particular;szczególny
continuous;ciągły, stały
word of honor;(US) słowo honoru
harvest;żniwa, zbiory, zbierać
refund;zwrot pieniędzy, zwracać
punishment;kara
net profit;zysk netto
cage;klatka, zamykać w klatce
doom;śmierć, fatum, skazywać
garter;podwiązka
successful;udany
hip;biodro(anatomy)
dock;dok(miejsce postoju statków), szczaw, wchodzić do portu
basically;zasadniczo
artificial;sztuczny
assembler;monter, asembler(język programowania)
giggle;chichotać, chichot (gi...)
growl;warczeć
most;bardzo, większość
data entry;wprowadzanie danych
thither;tam, w tamtą stronę(old use)
mind;umysł
in the background;w tle
birthday;urodziny
state;stan
roulette;ruletka
surgeon;chirurg
stimulate;pobudzać, stymulować
ask;pytać
snowball;śnieżka
shaggy;kudłaty, potargany
backache;ból pleców
mutable;zmienny
situated;położony
possession;posiadanie
connected;podłączony
past master;specjalista, fachowiec
evade;uchylać się, wymykać się
go out;wychodzić
restless;niespokojny, nerwowy
take off;startować, zdejmować
smoky;zadymiony, pachnący dymem
indoor;domowy, halowy(zawody)
chill out;zrelaksować się, wyluzować
come across sb;spotkać kogoś przypadkiem
slinking;oddalanie się
butterfly;motyl
mucky;bardzo brudny, błotnisty
superstition;przesąd, zabobon
Yours sincerely;Z poważaniem(używamy gdy znamy nazwisko osoby do której piszemy)
dungheap;gnojowisko
pumpkin;dynia
giant;olbrzym, gigant, gigantyczny
argue;kłócić się, argumentować
back in;z powrotem
first aid;pierwsza pomoc
grubbing;grzebanie(w ziemi)
ingenious;pomysłowy
baptised;(UK) ochrzczony
damn;przeklinać, potępiać
revelation;rewelacja, objawienie
transformer;transformator
director;reżyser, kierownik(-iczka), członek rady nadzorczej
heritage;dziedzictwo, spuścizna, spadek
disconnect;odłączyć
postcard;pocztówka
medicine;medycyna, lek
butter;masło, smarować masłem
magnetic;magnetyczny, zniewalający
remain;zostawać
naked;nagi, odkryty
dictation;dyktowanie, dyktando
strew;strewed strewn/strewed - zasypywać, rozsypywać
plastic;plastik, plastikowy
December;grudzień
primary;podstawowy
ducat;dukat
radius;pl radii - promień
come into;wchodzić w
analog;(US) analogowy, odpowiednik
poise;opanowanie, równowaga
tremble;trząść się
overhead;nad głową
educate;kształcić, edukować
twain;dwa
organized;zorganizowany
slant;punkt widzenia, nachylenie, nachylać się
reduce;zmiejszać, redukować
shore;brzeg
horizon;horyzont
ban;zakaz, zakazywać
upload;wysyłać, załadować(na serwer)
monitor;monitor, monitorować
font;czcionka, chrzcielnica
gravely;poważnie
weather;pogoda
stressful;stresujący
memorable;pamiętny
medal;medal
probe;sonda, dochodzenie, badać
tottering;chwiejny
cocaine;kokaina
analogue;(UK) analogowy, odpowiednik
traveller;(UK) podróżniki(-iczka)
detestable;obrzydliwy, wstrętny
trident;trójząb(broń mająca trzy metalowe zęby)
laugh;śmiech, śmiać się
confusing;zagmatwany, mylący
need to;musisz
exhibition;wystawa, pokaz
snivel;pochlipywać
partnership;partnerstwo, spółka
proposal;propozycja, oświadczyny, wniosek
knowledge;wiedza
dean's office;dziekanat
retire;przechodzić na emeryturę
pillow;poduszka
ought to;powinienem
accomplished;znakomity, utalentowany
gratitude;wdzięczność
rest;odpoczynek, odpoczywać, reszta
omelette;(UK)omlet
substantial;solidny, pokaźny
to accuse sb of;oskarżać kogoś o
cut down on;ograniczać
uprooted;wykorzeniony
mother in law;teściowa
bony;kościsty
buy in bulk;kupować w dużych ilościach
confusion;zamieszanie, zakłopotanie, pomyłka
excessive;nadmierny
battleship;pancernik, okręt wojenny
gang;gang, brygada
electrician;elektryk
virtue;moralność, cnota
stall;stoisko, stragan
cudgel;maczuga, pałka, okładać pałką
earth;Ziemia, ziemia
fugitive;uciekinier, zbieg
gallantry;waleczność, odwaga, szarmancja
several;kilka
strong;silny, mocny
sleek;wymuskany, gładki, przylizany, przygładzać
ox;pl oxen - wół
textiles;tekstylia, wyroby włókiennicze
aggressive;agresywny
rubbing;odbitka, pocieranie, tarcie
breeches;gacie, galoty
licking;lizanko, manto, lanie
group;grupa, grupować
exam session;sesja egzaminacyjna
manual;fizyczny, ręczny, podręcznik
goldsmith;złotnik
saliva;ślina
aisle;przejście
sense of humour;poczucie humoru
smart;elegancki, bystry
assistant manager;zastępca dyrektora
tall;wysoki
arrive;przybywać
postal code;(UK) kod pocztowy
stranger;nieznajomy, obcy
loyalty-card scheme;system kard lojalnościowych(karta na zniżkę przy następnym zakupie)
passive;pasywny, bierny
dead;zmarły
firewood;drewno opałowe
courageous;odważny, dzielny
eleven;jedenaście(11)
twenty;dwadzieścia(20)
thunderclap;trzask pioruna
snip;cięcie(nożyczkami), ciąć
to trespass on;wkraczać na
spontaneity;spontaniczność
premise;przesłanka
careen;przechylać się, pędzić
swarm;rój, mrowie, roić się
goodness;dobroć
talk;rozmawiać, mówić, rozmowa
return;powrót, wracać
donut;(US)pączek
duke;książę
abundant;obfity
fulfil;(UK)spełniać
waiter;kelner
enchanted;zaczarowany, oczarowany
inelegant;nieelegancki
predictable;przewidywalny
lecture;wykład, wygłaszać wykład
accordion;akordeon
publish;wydawać, publikować
trice;podnieść
nought;zero
hobble;kuleć, utykać, utykanie
rasher;plasterek
redly;czerwono
hesitate;wahać się
let down;spuszczać powietrze z, zawodzić(person)
hold;held held - trzymać, utrzymywać, ładownia
overlay;pokrywać, pokrycie, powłoka
mercury;rtęć
elephant;słoń
concern;obawa, zmartwienie, koncern, martwić się, dotyczyć
oilskin;płótno impregnowane lakierem olejnym
dispatcher;dyspozytor(-ka)
fagot;(US) pęk, wiązka
colossal;kolosalny
pronunciation;wymowa
adrift;dryfujący, unoszący się na falach
fodder;pasza(np. dla zwierząt), pożywka, pastewny
trot;kłusować, kłus(szybki chód konia)
technological;techniczny
kid;dzieciak
saber;(US) szabla
stocking;pończocha(damska), skarpeta(męska)
banana;banan
puff;zaciągnięcie się, sapać
trade stocks;handlować akcjami
boy;chlopiec
phonetics;fonetyka
computer;komputer, komputerowy
tear;tore torn - łza, dziura, drzeć
move on;ruszać
power;moc
desire;chęć, pożądanie, pragnąć
scrawny;chudy, kościsty
poke;szturchać, pchać
carefully;ostrożnie, starannie
heatwave;fala upałów
glimpse;mignięcie(kiedy ledwo coś dojrzeliśmy), mignąć, rzucić okiem
escape;ucieczka, uciekać
nickel;nikiel
kindle;wzniecić, rozpalić
neglected;zaniedbany, niedoceniany
pound;funt, walić, schronisko(for animals)
plod;posuwać się z trudem, wlec się
ordeal;przeprawa, gehenna
needle;igła
alphabetical;alfabetyczny
move in;wprowadzać się, wkraczać
documentary;film dokumentalny
candidate;kandydat(ka)
dearth;niedobór, niedostatek, nędza
meter;(US)metr
cigarette;papieros
bread;chleb
inheriting;dziedziczenie, przejmowanie w spadku
once more;jeszcze raz
accommodation;zakwaterowanie, mieszkanie
alas;niestety
diaper;pieluszka
shy;nieśmiały
hall;przedpokój, hol, ratusz, dwór(mansion), aula, sala
score;wynik, dwudziestka(twenty), zdobywać
download;pobierać, ładować (pliki z internetu)
for keeps;(inf)na zawsze
halt;postój, zatrzymać się
flagrant;jaskrawy, rażący
fragile;delikatny, łamliwy, skacowany
wetsuit;strój piankowy(do nurkowania)
corner;róg
overtrump;przebić(w kartach), przebitka
cross product;iloczyn wektorowy
mainly;głównie
British;Brytyjczyk(ka), brytyjski
Australia;Australia
